GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,Home_Team_Name,Visitor_Team_Name,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,Winner,
2022-12-22,22200477,Final,Pelicans,Spurs,2022,126,0.484,0.926,0.382,25,46,117,0.478,0.815,0.321,23,44,Pelicans,22200477
2022-12-22,22200478,Final,Jazz,Wizards,2022,120,0.488,0.952,0.457,16,40,112,0.561,0.765,0.333,20,37,Jazz,22200478
2022-12-21,22200466,Final,Cavaliers,Bucks,2022,114,0.482,0.786,0.313,22,37,106,0.47,0.682,0.433,20,46,Cavaliers,22200466
2022-12-21,22200467,Final,76ers,Pistons,2022,113,0.441,0.909,0.297,27,49,93,0.392,0.735,0.261,15,46,76ers,22200467
2022-12-21,22200468,Final,Hawks,Bulls,2022,108,0.429,1,0.378,22,47,110,0.5,0.773,0.292,20,47,Bulls,22200468
2022-12-21,22200469,Final,Celtics,Pacers,2022,112,0.386,0.84,0.317,26,62,117,0.469,0.778,0.462,27,47,Pacers,22200469
2022-12-21,22200470,Final,Nets,Warriors,2022,143,0.643,0.875,0.636,42,32,113,0.494,0.76,0.364,32,36,Nets,22200470
2022-12-21,22200471,Final,Knicks,Raptors,2022,106,0.553,0.611,0.423,25,38,113,0.447,0.909,0.265,17,38,Raptors,22200471
2022-12-21,22200472,Final,Rockets,Magic,2022,110,0.466,0.647,0.395,22,49,116,0.451,0.697,0.297,19,45,Magic,22200472
2022-12-21,22200473,Final,Timberwolves,Mavericks,2022,99,0.494,0.7,0.267,23,39,104,0.453,0.852,0.333,17,39,Mavericks,22200473
2022-12-21,22200474,Final,Thunder,Trail Blazers,2022,101,0.468,0.84,0.333,19,37,98,0.494,0.667,0.389,29,36,Thunder,22200474
2022-12-21,22200475,Final,Kings,Lakers,2022,134,0.505,0.75,0.362,29,46,120,0.5,0.833,0.458,25,39,Kings,22200475
2022-12-21,22200476,Final,Clippers,Hornets,2022,126,0.506,0.913,0.469,29,48,105,0.402,0.759,0.29,25,40,Clippers,22200476
2022-12-20,22200461,Final,Pistons,Jazz,2022,111,0.506,0.741,0.36,22,43,126,0.505,0.632,0.435,27,43,Jazz,22200461
2022-12-20,22200462,Final,Heat,Bulls,2022,103,0.469,0.706,0.341,26,35,113,0.548,0.833,0.419,24,39,Bulls,22200462
2022-12-20,22200463,Final,Knicks,Warriors,2022,132,0.517,0.781,0.425,27,47,94,0.473,0.923,0.343,23,29,Knicks,22200463
2022-12-20,22200464,Final,Suns,Wizards,2022,110,0.461,0.789,0.406,26,44,113,0.475,0.703,0.407,22,41,Wizards,22200464
2022-12-20,22200465,Final,Nuggets,Grizzlies,2022,105,0.449,0.6,0.37,28,48,91,0.444,0.667,0.192,25,42,Nuggets,22200465
2022-12-19,22200452,Final,Cavaliers,Jazz,2022,122,0.614,0.808,0.577,24,45,99,0.387,0.739,0.294,19,35,Cavaliers,22200452
2022-12-19,22200453,Final,76ers,Raptors,2022,104,0.4,0.926,0.357,22,41,101,0.42,0.8,0.275,24,50,76ers,22200453
2022-12-19,22200454,Final,Hawks,Magic,2022,126,0.511,0.9,0.375,29,41,125,0.474,0.92,0.353,29,45,Hawks,22200454
2022-12-19,22200455,Final,Rockets,Spurs,2022,105,0.426,0.645,0.208,23,41,124,0.554,0.789,0.5,30,46,Spurs,22200455
2022-12-19,22200456,Final,Timberwolves,Mavericks,2022,116,0.472,0.833,0.387,19,44,106,0.408,0.806,0.422,23,42,Timberwolves,22200456
2022-12-19,22200457,Final,Pelicans,Bucks,2022,119,0.424,0.708,0.4,30,44,128,0.556,0.806,0.325,26,44,Bucks,22200457
2022-12-19,22200458,Final,Thunder,Trail Blazers,2022,123,0.455,0.865,0.355,20,39,121,0.5,0.81,0.432,26,45,Thunder,22200458
2022-12-19,22200459,Final,Suns,Lakers,2022,130,0.495,0.75,0.513,21,51,104,0.448,0.824,0.429,13,38,Suns,22200459
2022-12-19,22200460,Final,Kings,Hornets,2022,119,0.474,0.548,0.364,23,42,125,0.516,0.739,0.323,26,56,Hornets,22200460
2022-12-18,22200445,Final,Celtics,Magic,2022,92,0.348,0.857,0.255,22,54,95,0.384,0.895,0.414,20,46,Magic,22200445
2022-12-18,22200446,Final,Pacers,Knicks,2022,106,0.433,0.652,0.342,20,44,109,0.47,0.767,0.308,13,49,Knicks,22200446
2022-12-18,22200447,Final,Pistons,Nets,2022,121,0.477,0.853,0.267,20,41,124,0.55,0.913,0.517,26,35,Nets,22200447
2022-12-18,22200448,Final,Raptors,Warriors,2022,110,0.421,0.773,0.394,21,43,126,0.531,0.846,0.462,31,41,Warriors,22200448
2022-12-18,22200449,Final,Timberwolves,Bulls,2022,150,0.655,0.813,0.535,38,39,126,0.523,0.75,0.421,31,30,Timberwolves,22200449
2022-12-18,22200450,Final,Nuggets,Hornets,2022,119,0.457,0.647,0.333,33,55,115,0.427,0.913,0.316,26,48,Nuggets,22200450
2022-12-18,22200451,Final,Lakers,Wizards,2022,119,0.5,0.727,0.407,29,43,117,0.463,0.792,0.256,24,48,Lakers,22200451
2022-12-17,22200438,Final,Clippers,Wizards,2022,102,0.43,0.615,0.414,19,49,93,0.429,0.923,0.36,20,42,Clippers,22200438
2022-12-17,22200439,Final,Spurs,Heat,2022,101,0.429,0.758,0.37,29,38,111,0.512,0.696,0.367,25,40,Heat,22200439
2022-12-17,22200440,Final,Cavaliers,Mavericks,2022,100,0.426,0.591,0.194,23,51,99,0.409,0.632,0.306,19,45,Cavaliers,22200440
2022-12-17,22200441,Final,Rockets,Trail Blazers,2022,95,0.4,0.69,0.103,19,51,107,0.471,0.737,0.361,20,36,Trail Blazers,22200441
2022-12-17,22200442,Final,Bucks,Jazz,2022,123,0.533,0.818,0.474,30,54,97,0.453,0.5,0.34,24,29,Bucks,22200442
2022-12-17,22200443,Final,Thunder,Grizzlies,2022,115,0.413,0.645,0.422,29,53,109,0.378,0.784,0.267,15,53,Thunder,22200443
2022-12-17,22200444,Final,Suns,Pelicans,2022,118,0.47,0.714,0.366,23,35,114,0.584,0.769,0.467,27,36,Suns,22200444
2022-12-16,22200428,Final,Hornets,Hawks,2022,106,0.398,0.684,0.349,26,43,125,0.547,0.824,0.517,25,41,Hawks,22200428
2022-12-16,22200429,Final,Pistons,Kings,2022,113,0.459,0.806,0.345,22,46,122,0.524,0.828,0.387,30,33,Kings,22200429
2022-12-16,22200430,Final,Celtics,Magic,2022,109,0.417,0.824,0.239,17,38,117,0.462,0.857,0.273,19,53,Magic,22200430
2022-12-16,22200431,Final,Cavaliers,Pacers,2022,118,0.5,0.875,0.452,23,34,112,0.525,0.895,0.306,34,33,Cavaliers,22200431
2022-12-16,22200432,Final,76ers,Warriors,2022,118,0.459,0.806,0.395,23,49,106,0.415,0.846,0.395,31,48,76ers,22200432
2022-12-16,22200433,Final,Raptors,Nets,2022,116,0.488,0.862,0.375,17,32,119,0.605,0.783,0.346,22,37,Nets,22200433
2022-12-16,22200434,Final,Bulls,Knicks,2022,91,0.468,0.875,0.4,26,39,114,0.402,0.719,0.386,19,50,Knicks,22200434
2022-12-16,22200435,Final,Thunder,Timberwolves,2022,110,0.466,0.81,0.297,29,45,112,0.494,0.56,0.48,23,43,Timberwolves,22200435
2022-12-16,22200436,Final,Mavericks,Trail Blazers,2022,130,0.556,0.846,0.419,25,40,110,0.438,0.76,0.351,21,42,Mavericks,22200436
2022-12-16,22200437,Final,Lakers,Nuggets,2022,126,0.527,0.75,0.364,29,45,108,0.481,0.75,0.333,25,39,Lakers,22200437
2022-12-15,22200424,Final,Rockets,Heat,2022,108,0.468,0.647,0.273,22,51,111,0.443,0.739,0.34,21,40,Heat,22200424
2022-12-15,22200425,Final,Grizzlies,Bucks,2022,142,0.549,0.783,0.375,30,56,101,0.372,0.667,0.26,22,39,Grizzlies,22200425
2022-12-15,22200426,Final,Jazz,Pelicans,2022,132,0.457,0.811,0.383,24,44,129,0.475,0.821,0.4,24,49,Jazz,22200426
2022-12-15,22200427,Final,Clippers,Suns,2022,95,0.378,0.714,0.364,21,52,111,0.463,0.778,0.281,27,53,Suns,22200427
2022-12-14,22200414,Final,Hornets,Pistons,2022,134,0.412,0.793,0.333,21,52,141,0.516,0.75,0.45,25,52,Pistons,22200414
2022-12-14,22200415,Final,Pacers,Warriors,2022,125,0.506,0.84,0.41,30,34,119,0.465,0.862,0.424,27,46,Pacers,22200415
2022-12-14,22200416,Final,Magic,Hawks,2022,135,0.505,0.833,0.444,28,46,124,0.5,0.889,0.343,30,39,Magic,22200416
2022-12-14,22200417,Final,Raptors,Kings,2022,123,0.5,0.852,0.286,25,39,124,0.484,0.85,0.37,29,50,Kings,22200417
2022-12-14,22200418,Final,Bulls,Knicks,2022,120,0.548,0.864,0.321,25,31,128,0.495,0.8,0.529,25,48,Knicks,22200418
2022-12-14,22200419,Final,Thunder,Heat,2022,108,0.5,0.739,0.375,26,44,110,0.43,0.8,0.429,25,39,Heat,22200419
2022-12-14,22200420,Final,Spurs,Trail Blazers,2022,112,0.464,0.579,0.379,23,40,128,0.605,0.706,0.45,26,40,Trail Blazers,22200420
2022-12-14,22200421,Final,Mavericks,Cavaliers,2022,90,0.392,0.731,0.342,17,33,105,0.526,0.789,0.333,26,43,Cavaliers,22200421
2022-12-14,22200422,Final,Nuggets,Wizards,2022,141,0.651,0.829,0.25,31,45,128,0.527,0.565,0.487,40,24,Nuggets,22200422
2022-12-14,22200423,Final,Clippers,Timberwolves,2022,99,0.382,0.81,0.304,21,52,88,0.419,0.733,0.182,15,43,Clippers,22200423
2022-12-13,22200409,Final,76ers,Kings,2022,123,0.512,0.778,0.457,34,42,103,0.413,0.85,0.238,21,48,76ers,22200409
2022-12-13,22200410,Final,Bucks,Warriors,2022,128,0.549,0.813,0.414,22,55,111,0.4,0.789,0.4,25,37,Bucks,22200410
2022-12-13,22200411,Final,Rockets,Suns,2022,111,0.42,0.912,0.343,16,67,97,0.32,0.947,0.255,22,44,Rockets,22200411
2022-12-13,22200412,Final,Jazz,Pelicans,2022,121,0.476,0.667,0.319,31,59,100,0.398,0.667,0.148,25,43,Jazz,22200412
2022-12-13,22200413,Final,Lakers,Celtics,2022,118,0.473,0.733,0.276,23,49,122,0.442,0.688,0.396,27,51,Celtics,22200413
2022-12-12,22200402,Final,Pacers,Heat,2022,82,0.354,0.75,0.282,16,45,87,0.386,0.778,0.265,23,48,Heat,22200402
2022-12-12,22200403,Final,Wizards,Nets,2022,100,0.468,0.682,0.355,21,44,112,0.494,0.889,0.296,25,41,Nets,22200403
2022-12-12,22200404,Final,Grizzlies,Hawks,2022,128,0.602,0.833,0.406,36,49,103,0.356,0.773,0.324,20,39,Grizzlies,22200404
2022-12-12,22200405,Final,Mavericks,Thunder,2022,121,0.419,0.84,0.407,24,50,114,0.477,0.952,0.323,21,42,Mavericks,22200405
2022-12-12,22200406,Final,Spurs,Cavaliers,2022,112,0.474,0.688,0.333,25,46,111,0.489,0.941,0.217,21,44,Spurs,22200406
2022-12-12,22200407,Final,Trail Blazers,Timberwolves,2022,133,0.539,0.762,0.457,32,54,112,0.495,0.526,0.37,25,37,Trail Blazers,22200407
2022-12-12,22200408,Final,Clippers,Celtics,2022,113,0.489,0.714,0.4,18,46,93,0.434,0.692,0.231,27,36,Clippers,22200408
2022-12-11,22200395,Final,Pelicans,Suns,2022,129,0.581,0.75,0.32,31,43,124,0.467,0.765,0.342,34,42,Pelicans,22200395
2022-12-11,22200396,Final,Pistons,Lakers,2022,117,0.462,0.824,0.378,28,40,124,0.548,0.778,0.423,31,42,Lakers,22200396
2022-12-11,22200397,Final,Knicks,Kings,2022,112,0.449,0.889,0.229,19,55,99,0.398,0.657,0.256,20,41,Knicks,22200397
2022-12-11,22200398,Final,Magic,Raptors,2022,111,0.468,0.806,0.452,25,42,99,0.4,0.868,0.24,18,28,Magic,22200398
2022-12-11,22200399,Final,76ers,Hornets,2022,131,0.554,0.813,0.481,31,41,113,0.409,0.867,0.367,21,45,76ers,22200399
2022-12-11,22200400,Final,Hawks,Bulls,2022,123,0.48,0.762,0.333,28,45,122,0.48,0.826,0.259,28,53,Hawks,22200400
2022-12-11,22200401,Final,Rockets,Bucks,2022,97,0.44,0.917,0.222,23,49,92,0.367,0.778,0.279,18,52,Rockets,22200401
2022-12-10,22200387,Final,Heat,Spurs,2022,111,0.481,0.714,0.382,26,32,115,0.538,0.774,0.333,24,46,Spurs,22200387
2022-12-10,22200388,Final,Pacers,Nets,2022,133,0.553,0.75,0.477,30,30,136,0.52,0.719,0.321,19,59,Nets,22200388
2022-12-10,22200389,Final,Wizards,Clippers,2022,107,0.435,0.895,0.471,24,50,114,0.426,0.938,0.396,22,42,Clippers,22200389
2022-12-10,22200390,Final,Cavaliers,Thunder,2022,110,0.471,0.692,0.375,25,48,102,0.458,0.8,0.345,25,40,Cavaliers,22200390
2022-12-10,22200391,Final,Bulls,Mavericks,2022,144,0.635,0.708,0.559,33,44,115,0.456,0.846,0.25,24,37,Bulls,22200391
2022-12-10,22200392,Final,Warriors,Celtics,2022,123,0.511,0.8,0.333,26,53,107,0.437,0.731,0.3,17,39,Warriors,22200392
2022-12-10,22200393,Final,Nuggets,Jazz,2022,115,0.547,0.813,0.308,28,39,110,0.459,0.81,0.366,20,42,Nuggets,22200393
2022-12-10,22200394,Final,Trail Blazers,Timberwolves,2022,124,0.518,0.893,0.382,20,45,118,0.542,0.75,0.435,22,28,Trail Blazers,22200394
2022-12-09,22200377,Final,Hornets,Knicks,2022,102,0.44,0.786,0.231,16,45,121,0.441,0.867,0.382,25,48,Knicks,22200377
2022-12-09,22200378,Final,Pacers,Wizards,2022,121,0.506,0.85,0.439,23,40,111,0.532,0.76,0.345,25,38,Pacers,22200378
2022-12-09,22200379,Final,Magic,Raptors,2022,113,0.592,0.905,0.385,24,43,109,0.424,0.818,0.286,23,33,Magic,22200379
2022-12-09,22200380,Final,Nets,Hawks,2022,120,0.542,0.81,0.433,30,38,116,0.495,0.875,0.345,21,38,Nets,22200380
2022-12-09,22200381,Final,Cavaliers,Kings,2022,95,0.43,0.773,0.333,20,36,106,0.53,0.625,0.485,21,38,Kings,22200381
2022-12-09,22200382,Final,76ers,Lakers,2022,133,0.533,0.864,0.45,30,42,122,0.5,0.767,0.355,29,37,76ers,22200382
2022-12-09,22200383,Final,Grizzlies,Pistons,2022,114,0.484,0.531,0.281,30,48,103,0.4,0.741,0.314,23,47,Grizzlies,22200383
2022-12-09,22200384,Final,Pelicans,Suns,2022,128,0.511,0.8,0.296,27,44,117,0.5,0.692,0.5,30,37,Pelicans,22200384
2022-12-09,22200385,Final,Jazz,Timberwolves,2022,108,0.433,0.708,0.295,22,40,118,0.532,0.769,0.4,30,44,Timberwolves,22200385
2022-12-09,22200386,Final,Mavericks,Bucks,2022,105,0.466,0.417,0.325,21,43,106,0.437,0.826,0.344,27,51,Bucks,22200386
2022-12-08,22200374,Final,Heat,Clippers,2022,115,0.511,0.786,0.375,24,43,110,0.463,0.905,0.472,24,43,Heat,22200374
2022-12-08,22200375,Final,Spurs,Rockets,2022,118,0.554,0.867,0.361,25,38,109,0.449,0.733,0.345,23,42,Spurs,22200375
2022-12-08,22200376,Final,Trail Blazers,Nuggets,2022,120,0.484,1,0.4,30,38,121,0.516,0.682,0.4,28,48,Nuggets,22200376
2022-12-07,22200363,Final,Magic,Clippers,2022,116,0.421,0.903,0.286,20,53,111,0.411,0.692,0.366,26,53,Magic,22200363
2022-12-07,22200364,Final,Nets,Hornets,2022,122,0.57,0.75,0.387,33,39,116,0.534,0.522,0.417,25,40,Nets,22200364
2022-12-07,22200365,Final,Knicks,Hawks,2022,113,0.446,0.917,0.472,26,55,89,0.376,0.792,0.167,16,39,Knicks,22200365
2022-12-07,22200366,Final,Raptors,Lakers,2022,126,0.443,0.833,0.279,25,54,113,0.425,0.914,0.212,16,46,Raptors,22200366
2022-12-07,22200367,Final,Bulls,Wizards,2022,115,0.5,0.882,0.435,29,41,111,0.488,0.69,0.29,22,38,Bulls,22200367
2022-12-07,22200368,Final,Grizzlies,Thunder,2022,123,0.511,0.813,0.368,32,50,102,0.37,0.87,0.368,25,48,Grizzlies,22200368
2022-12-07,22200369,Final,Bucks,Kings,2022,126,0.479,0.833,0.424,34,50,113,0.473,0.938,0.316,19,40,Bucks,22200369
2022-12-07,22200370,Final,Timberwolves,Pacers,2022,121,0.473,0.926,0.348,25,51,115,0.481,0.75,0.452,22,31,Timberwolves,22200370
2022-12-07,22200371,Final,Pelicans,Pistons,2022,104,0.459,0.783,0.296,21,50,98,0.389,0.813,0.357,17,42,Pelicans,22200371
2022-12-07,22200372,Final,Jazz,Warriors,2022,124,0.535,0.81,0.429,26,40,123,0.459,0.76,0.333,26,42,Jazz,22200372
2022-12-07,22200373,Final,Suns,Celtics,2022,98,0.398,0.842,0.25,19,49,125,0.485,0.846,0.356,29,53,Celtics,22200373
2022-12-06,22200360,Final,Cavaliers,Lakers,2022,116,0.516,0.765,0.259,25,44,102,0.427,0.833,0.167,16,43,Cavaliers,22200360
2022-12-06,22200361,Final,Heat,Pistons,2022,96,0.429,0.769,0.313,21,40,116,0.494,0.733,0.463,27,40,Pistons,22200361
2022-12-06,22200362,Final,Nuggets,Mavericks,2022,115,0.513,0.786,0.406,30,36,116,0.5,0.871,0.472,27,35,Mavericks,22200362
2022-12-05,22200352,Final,Hornets,Clippers,2022,117,0.48,0.647,0.353,29,49,119,0.484,0.667,0.417,30,47,Clippers,22200352
2022-12-05,22200353,Final,Magic,Bucks,2022,102,0.366,0.897,0.25,21,52,109,0.447,0.769,0.325,31,45,Bucks,22200353
2022-12-05,22200354,Final,Hawks,Thunder,2022,114,0.431,0.765,0.342,24,54,121,0.453,0.958,0.353,25,49,Thunder,22200354
2022-12-05,22200355,Final,Raptors,Celtics,2022,110,0.459,0.733,0.357,19,46,116,0.489,0.714,0.361,27,49,Celtics,22200355
2022-12-05,22200356,Final,Rockets,76ers,2022,132,0.447,0.773,0.359,19,51,123,0.448,0.778,0.472,23,39,Rockets,22200356
2022-12-05,22200357,Final,Grizzlies,Heat,2022,101,0.467,1,0.25,23,41,93,0.392,0.773,0.35,23,45,Grizzlies,22200357
2022-12-05,22200358,Final,Mavericks,Suns,2022,130,0.524,0.846,0.488,23,41,111,0.44,0.692,0.351,28,41,Mavericks,22200358
2022-12-05,22200359,Final,Warriors,Pacers,2022,104,0.404,0.789,0.295,26,47,112,0.478,0.611,0.385,26,47,Pacers,22200359
2022-12-04,22200344,Final,Pelicans,Nuggets,2022,121,0.506,0.778,0.423,29,36,106,0.506,0.667,0.258,24,43,Pelicans,22200344
2022-12-04,22200345,Final,Spurs,Suns,2022,95,0.437,0.722,0.194,19,40,133,0.521,0.8,0.514,38,45,Suns,22200345
2022-12-04,22200346,Final,Nets,Celtics,2022,92,0.405,0.682,0.346,17,45,103,0.432,0.9,0.395,18,48,Celtics,22200346
2022-12-04,22200347,Final,Pistons,Grizzlies,2022,112,0.44,0.833,0.371,26,39,122,0.467,0.724,0.429,28,46,Grizzlies,22200347
2022-12-04,22200348,Final,Knicks,Cavaliers,2022,92,0.407,0.81,0.172,17,54,81,0.349,0.75,0.229,17,39,Knicks,22200348
2022-12-04,22200349,Final,Wizards,Lakers,2022,119,0.467,0.733,0.256,24,44,130,0.542,0.727,0.385,34,51,Lakers,22200349
2022-12-04,22200350,Final,Kings,Bulls,2022,110,0.465,0.895,0.302,30,46,101,0.442,0.842,0.36,17,39,Kings,22200350
2022-12-04,22200351,Final,Trail Blazers,Pacers,2022,116,0.488,0.682,0.425,32,45,100,0.44,0.833,0.303,22,44,Trail Blazers,22200351
2022-12-03,22200337,Final,Knicks,Mavericks,2022,100,0.455,0.714,0.323,18,45,121,0.43,0.786,0.393,27,50,Mavericks,22200337
2022-12-03,22200338,Final,Clippers,Kings,2022,96,0.355,0.808,0.273,15,50,123,0.517,0.667,0.344,31,46,Kings,22200338
2022-12-03,22200339,Final,Hornets,Bucks,2022,96,0.391,0.885,0.208,15,44,105,0.47,0.789,0.375,24,47,Bucks,22200339
2022-12-03,22200340,Final,Raptors,Magic,2022,121,0.56,0.72,0.31,31,43,108,0.487,0.808,0.393,23,29,Raptors,22200340
2022-12-03,22200341,Final,Timberwolves,Thunder,2022,128,0.528,0.8,0.333,25,44,135,0.516,0.8,0.423,26,42,Thunder,22200341
2022-12-03,22200342,Final,Warriors,Rockets,2022,120,0.529,0.5,0.481,34,35,101,0.44,0.9,0.107,17,45,Warriors,22200342
2022-12-03,22200343,Final,Jazz,Trail Blazers,2022,111,0.452,0.786,0.361,20,44,116,0.482,0.774,0.4,19,49,Trail Blazers,22200343
2022-12-02,22200326,Final,Hornets,Wizards,2022,117,0.421,0.806,0.414,25,45,116,0.453,0.743,0.364,23,56,Hornets,22200326
2022-12-02,22200327,Final,Hawks,Nuggets,2022,117,0.557,0.643,0.357,24,43,109,0.529,0.538,0.375,31,33,Hawks,22200327
2022-12-02,22200328,Final,Celtics,Heat,2022,116,0.46,0.75,0.333,26,48,120,0.475,0.722,0.314,19,50,Heat,22200328
2022-12-02,22200329,Final,Nets,Raptors,2022,114,0.537,0.682,0.344,27,41,105,0.437,0.733,0.292,16,43,Nets,22200329
2022-12-02,22200330,Final,Cavaliers,Magic,2022,107,0.488,1,0.381,22,33,96,0.494,0.667,0.348,19,40,Cavaliers,22200330
2022-12-02,22200331,Final,Bucks,Lakers,2022,129,0.532,0.8,0.395,29,42,133,0.542,0.75,0.423,32,44,Lakers,22200331
2022-12-02,22200332,Final,Grizzlies,76ers,2022,117,0.433,0.786,0.367,22,57,109,0.44,0.882,0.424,23,42,Grizzlies,22200332
2022-12-02,22200333,Final,Spurs,Pelicans,2022,99,0.388,0.75,0.282,26,49,117,0.435,0.962,0.286,25,53,Pelicans,22200333
2022-12-02,22200334,Final,Suns,Rockets,2022,121,0.529,0.737,0.459,30,37,122,0.494,0.791,0.333,19,41,Rockets,22200334
2022-12-02,22200335,Final,Jazz,Pacers,2022,139,0.554,0.865,0.441,29,47,119,0.435,0.818,0.353,25,35,Jazz,22200335
2022-12-02,22200336,Final,Warriors,Bulls,2022,119,0.483,0.652,0.4,32,50,111,0.462,0.667,0.333,28,44,Warriors,22200336
2022-12-01,22200325,Final,Pistons,Mavericks,2022,131,0.543,0.583,0.429,29,52,125,0.535,0.483,0.413,25,30,Pistons,22200325
2022-11-30,22200312,Final,Cavaliers,76ers,2022,113,0.608,0.8,0.517,28,40,85,0.416,0.833,0.231,19,30,Cavaliers,22200312
2022-11-30,22200313,Final,Magic,Hawks,2022,108,0.494,0.88,0.296,26,33,125,0.543,0.789,0.25,25,49,Hawks,22200313
2022-11-30,22200314,Final,Celtics,Heat,2022,134,0.554,0.87,0.489,32,41,121,0.522,1,0.45,25,32,Celtics,22200314
2022-11-30,22200315,Final,Nets,Wizards,2022,113,0.464,0.923,0.423,22,35,107,0.438,0.676,0.25,19,51,Nets,22200315
2022-11-30,22200316,Final,Knicks,Bucks,2022,103,0.42,0.65,0.2,18,55,109,0.433,0.808,0.286,23,52,Bucks,22200316
2022-11-30,22200317,Final,Timberwolves,Grizzlies,2022,109,0.461,0.789,0.308,26,29,101,0.425,0.6,0.346,17,59,Timberwolves,22200317
2022-11-30,22200318,Final,Pelicans,Raptors,2022,126,0.523,0.846,0.424,28,52,108,0.477,0.684,0.289,29,30,Pelicans,22200318
2022-11-30,22200319,Final,Thunder,Spurs,2022,119,0.511,0.667,0.333,17,52,111,0.446,0.76,0.27,27,44,Thunder,22200319
2022-11-30,22200320,Final,Nuggets,Rockets,2022,120,0.53,0.75,0.531,30,42,100,0.42,0.778,0.293,18,39,Nuggets,22200320
2022-11-30,22200321,Final,Suns,Bulls,2022,132,0.527,0.905,0.455,22,46,113,0.5,0.818,0.16,21,35,Suns,22200321
2022-11-30,22200322,Final,Jazz,Clippers,2022,125,0.556,0.75,0.438,24,46,112,0.398,0.778,0.333,16,39,Jazz,22200322
2022-11-30,22200323,Final,Kings,Pacers,2022,137,0.505,0.862,0.372,28,58,114,0.4,0.733,0.324,28,47,Kings,22200323
2022-11-30,22200324,Final,Lakers,Trail Blazers,2022,128,0.495,0.692,0.378,28,48,109,0.467,0.81,0.333,21,45,Lakers,22200324
2022-11-29,22200309,Final,Pistons,Knicks,2022,110,0.506,0.65,0.333,28,30,140,0.563,0.762,0.457,31,51,Knicks,22200309
2022-11-29,22200310,Final,Mavericks,Warriors,2022,116,0.462,0.63,0.341,21,39,113,0.477,0.783,0.256,27,50,Mavericks,22200310
2022-11-29,22200311,Final,Trail Blazers,Clippers,2022,112,0.467,0.733,0.486,24,43,118,0.461,0.821,0.419,26,48,Clippers,22200311
2022-11-28,22200299,Final,76ers,Hawks,2022,104,0.453,0.889,0.357,23,37,101,0.5,0.682,0.444,26,42,76ers,22200299
2022-11-28,22200300,Final,Wizards,Timberwolves,2022,142,0.571,0.852,0.484,31,34,127,0.5,0.857,0.259,20,45,Wizards,22200300
2022-11-28,22200301,Final,Celtics,Hornets,2022,140,0.591,0.857,0.462,40,39,105,0.488,0.667,0.379,28,37,Celtics,22200301
2022-11-28,22200302,Final,Nets,Magic,2022,109,0.543,0.857,0.321,20,42,102,0.475,0.591,0.419,18,35,Nets,22200302
2022-11-28,22200303,Final,Raptors,Cavaliers,2022,100,0.44,0.824,0.429,23,45,88,0.378,0.813,0.184,21,47,Raptors,22200303
2022-11-28,22200304,Final,Pelicans,Thunder,2022,105,0.448,0.9,0.281,21,49,101,0.37,0.913,0.316,16,47,Pelicans,22200304
2022-11-28,22200305,Final,Nuggets,Rockets,2022,129,0.568,0.85,0.4,31,43,113,0.459,0.76,0.364,25,37,Nuggets,22200305
2022-11-28,22200306,Final,Jazz,Bulls,2022,107,0.482,0.4,0.388,30,45,114,0.462,0.88,0.273,21,50,Bulls,22200306
2022-11-28,22200307,Final,Kings,Suns,2022,117,0.523,0.889,0.36,32,37,122,0.532,0.857,0.313,26,45,Suns,22200307
2022-11-28,22200308,Final,Lakers,Pacers,2022,115,0.43,0.774,0.355,23,57,116,0.41,0.813,0.347,29,49,Pacers,22200308
2022-11-27,22200290,Final,Nets,Trail Blazers,2022,111,0.526,0.778,0.429,27,38,97,0.443,0.682,0.364,27,42,Nets,22200290
2022-11-27,22200291,Final,Timberwolves,Warriors,2022,114,0.443,0.759,0.4,22,31,137,0.575,0.85,0.426,36,47,Warriors,22200291
2022-11-27,22200292,Final,Clippers,Pacers,2022,114,0.447,0.75,0.188,33,62,100,0.383,0.826,0.214,23,39,Clippers,22200292
2022-11-27,22200293,Final,Hawks,Heat,2022,98,0.398,0.947,0.278,24,42,106,0.488,0.895,0.273,28,46,Heat,22200293
2022-11-27,22200294,Final,Celtics,Wizards,2022,130,0.55,1,0.471,25,38,121,0.537,0.788,0.25,23,29,Celtics,22200294
2022-11-27,22200295,Final,Pistons,Cavaliers,2022,94,0.456,0.538,0.286,14,36,102,0.429,0.848,0.286,14,41,Cavaliers,22200295
2022-11-27,22200296,Final,Knicks,Grizzlies,2022,123,0.506,0.833,0.333,30,42,127,0.484,0.742,0.375,32,50,Grizzlies,22200296
2022-11-27,22200297,Final,Magic,76ers,2022,103,0.456,0.76,0.3,21,26,133,0.649,0.815,0.407,32,43,76ers,22200297
2022-11-27,22200298,Final,Bucks,Mavericks,2022,124,0.558,0.733,0.459,28,40,115,0.513,0.64,0.415,23,32,Bucks,22200298
2022-11-26,22200286,Final,Raptors,Mavericks,2022,105,0.432,0.808,0.308,20,48,100,0.479,0.792,0.282,28,34,Raptors,22200286
